ID программы;Форма обучения;Проходной балл бюджет;Проходной балл платное;Мест бюджет;Мест платное;Стоимость;Стоимость, за год;Когда;Срок обучения;График занятий
444779/1;Очная;4.7;;1;;;174 541 р.;1 сен;46 месяцев;
664762;Группа выходного дня;;;;;594 000 р.;;-;20 месяцев, 1848 ак. ч;-
734224/3;Очная;-;;-;;;295 000 р.;1 сен;2 года;
49744/1;Очная;229;;75;;;195 000 р.;1 сен;4 года;
447073/1;Очная;239;;75;;;208 550 р.;1 сен;4 года;
669124/3;Заочная;-;;-;;;195 000 р.;ноя;30 месяцев;
733900/1;Очная;-;;-;;;320 000 р.;1 сен;4 года;
681653;Очно-заочная;;;;;108 000 р.;;-;7 месяцев;2 раза в неделю
699434/3;Очная;-;;30;;;625 000 р.;1 сен;2 года;
680206/3;Дистанционная;-;;11;;;75 000 р.;1 сен;30 месяцев, 422 ак. ч;
701606/7;Очная;-;;-;;;99 000 р.;1 сен;22 месяца;
701606/7;Заочная;-;;-;;;75 300 р.;1 сен;34 месяца;
721832/1;Очная;-;;-;;;210 000 р.;1 сен;4 года;
721832/1;Вечерняя;-;;-;;;140 000 р.;1 сен;4 года;
721832/1;Группа выходного дня;-;;-;;;100 000 р.;1 сен;54 месяца;
721832/1;Заочная;-;;-;;;80 000 р.;1 сен;54 месяца;
721832/1;Дистанционная;-;;-;;;52 000 р.;в любое время;54 месяца;
721832/1;Вечерняя;-;;-;;;120 000 р.;1 сен;4 года;
669064/1;Очная;-;;-;;;395 000 р.;1 сен;4 года;
603061/3;Очная;-;;12;;;141 500 р.;сен;2 года;
603061/3;Заочная;-;;12;;;70 700 р.;сен;30 месяцев;
603061/3;Очно-заочная;-;;-;;;75 000 р.;сен;30 месяцев;
724769/1;Очная;265;150;5;40;;360 000 р.;1 сен;4 года;
724769/1;Очно-заочная;-;;-;;;220 000 р.;сен;54 месяца;
724769/1;Заочная;-;;-;;;200 000 р.;сен;54 месяца;
504381/3;Очная;-;;-;;;170 000 р.;1 сен;2 года;
734225/3;Очная;-;;-;;;295 000 р.;1 сен;2 года;
178858/3;Очная;-;;-;;;80 000 р.;1 сен;2 года;
178858/3;Очно-заочная;-;;-;;;70 000 р.;1 сен;30 месяцев;
671403;Модульная;;;;;920 000 р.;;-;20 месяцев;6 очных интенсивных модулей по 2 недели (с 10:00 до 21:00)
671403;Группа выходного дня;;;;;920 000 р.;;-;20 месяцев;1 раз в месяц (пятница-воскресенье с 9:00 до 19:30)
705245;Очно-заочная;;;;;108 000 р.;;-;7 месяцев;в будние дни с 19:00
664763;Очно-заочная;;;;;594 000 р.;;-;20 месяцев, 1848 ак. ч;-
681478/3;Очная;-;;6;;;385 000 р.;4 сен;2 года;
512498/1;Очная;193;;12;;;195 000 р.;1 сен;4 года;
549124/1;Очная;-;;-;;;95 200 р.;1 сен;22 месяца;
739940/3;Очная;-;;-;;;360 000 р.;-;2 года;
549124/1;Заочная;-;;-;;;75 300 р.;1 сен;34 месяца;
444780/1;Очная;4.5;;5;;;174 541 р.;1 сен;46 месяцев;
739940/3;Заочная;-;;-;;;195 000 р.;-;30 месяцев;
671223;Очная;;;;;1 000 000 р.;;по мере набора;10 месяцев;6 модулей
447103/1;Очная;226;;156;;;208 550 р.;1 сен;4 года;
447103/1;Заочная;-;;-;;;64 210 р.;1 сен;5 лет;
725664/1;Очная;265;;-;;;300 000 р.;1 сен;4 года;
669068/1;Очная;276;162;15;100;;271 000 р.;1 сен;4 года;
729310/1;Очная;-;;-;;;270 000 р.;1 сен;4 года;
729310/1;Дистанционная;-;;-;;;52 000 р.;в любое время;54 месяца;
729310/1;Вечерняя;-;;-;;;130 000 р.;1 сен;4 месяца;
448213/1;Очная;339;255;25;10;;280 000 р.;1 сен;4 года;
696335;Группа выходного дня;;;;;210 000 р.;;-;10 недель, 93 ак. ч;"дневные занятия, с 9:30 до 17:45; вечерние занятия с 18:30 до 22:15"
473431/1;Очная;262;189;55;50;;300 000 р.;1 сен;4 года;
688027/3;Очная;-;;3;;;295 000 р.;1 сен;2 года;
730006;Очно-заочная;;;;;108 000 р.;;-;7 месяцев;среда, суббота
484797/1;Очная;190;;13;;;134 160 р.;1 сен;4 года;
484797/1;Заочная;-;;-;;;46 900 р.;1 сен;5 лет;
730087;Weekend-формат;;;;;920 000 р.;;-;20 месяцев;1 раз в месяц (пятница-воскресенье с 9:00 до 19:30)
705122;Очно-заочная;;;;;594 000 р.;;-;20 месяцев, 1848 ак. ч;-
668884/3;Очная;-;;-;;;90 000 р.;1 сен;2 года;
664994;Weekend;;;;;747 000 р.;;5 сен;15 месяцев;1-2 раза в месяц по 3 дня (суббота, воскресенье) с 09.00 до 18.50
664994;Вечерняя;;;;;747 000 р.;;11 сен;15 месяцев;2-3 раза в неделю (с 19.00 до 22.00) и 1-2 субботы в месяц (с 10.40 до 18.50)
664994;Модульная;;;;;747 000 р.;;7 окт;15 месяцев;5 очных сессий, по 12 учебных дней (с 09.00 до 17.45)
447074/1;Очная;253;;40;;;208 550 р.;1 сен;4 года;
701605/1;Очная;-;;-;;;95 200 р.;1 сен;22 месяца;
701605/1;Заочная;-;;-;;;75 300 р.;1 сен;34 месяца;
744293;Дистанционная;;;;;37 440 р.;;3 сен, 3 сен, 19 ноя;4 дня, 12 ак. ч;-
707255/1;Очная;-;218;-;10;;240 000 р.;1 сен;4 года;
696909;Дистанционная;;;;;по договоренности;;в любое время;16 недель, 500 ак. ч;-
703820;Очно-заочная;;;;;240 000 р.;;-;2 года, 1210 ак. ч;2 раза в неделю в субботу с 09.00 до 17.00, в будний день, с 17.00 до 21.00
703820;Дистанционная;;;;;по договоренности;;-;2 года, 1210 ак. ч;-
725666/1;Очная;265;152;10;30;;300 000 р.;1 сен;4 года;
711171;Дистанционная;;;;;140 000 р.;;по мере набора;7 месяцев;-
730088;Модульная;;;;;920 000 р.;;-;20 месяцев;6 очных интенсивных модулей по 2 недели с 10:30 до 20:00
688040/3;Очная;60;;11;;;360 000 р.;-;2 года;
600197/3;Очная;-;;3;;;295 000 р.;1 сен;2 года;
458649/1;Очная;287;;-;;;350 000 р.;-;4 года;
730054;Очная;;;;;550 600 р.;;-;31 месяц;-
190134/1;Очная;192;;11;;;195 000 р.;1 сен;4 года;
666522/1;Очная;264;152;5;40;;360 000 р.;1 сен;4 года;
735954/1;Очная;-;;-;;;210 000 р.;1 сен;4 года;
735954/1;Вечерняя;-;;-;;;120 000 р.;1 сен;4 года;
735954/1;Дистанционная;-;;-;;;52 000 р.;в любое время;54 месяца;
484969/1;Очная;221;;15;;;187 950 р.;1 сен;5 лет;
668311/3;Очная;70;;8;;;80 000 р.;1 сен;2 года;
668311/3;Очно-заочная;-;;-;;;70 000 р.;1 сен;30 месяцев;
735486/3;Очная;-;;-;;;413 000 р.;7 сен;2 года;
697373/1;Очная;-;;-;;;208 550 р.;1 сен;5 лет;
696534;Дистанционная;;;;;по договоренности;;в любое время;3 месяца, 542 ак. ч;-
711172;Дистанционная;;;;;210 000 р.;;по мере набора;12 месяцев;-
737765;Очная;;;;;42 000 р.;;7 сен, 7 сен, 3 дек;2 дня, 16 ак. ч;9:30 – 17:00, два перерыва на кофе и перерыв на обед
733898/1;Очная;-;;-;;;330 000 р.;1 сен;4 года;
688041/3;Очная;70;;12;;;360 000 р.;-;2 года;
704398;Очная;;;;;502 500 р.;;-;18 месяцев;-
704398;Очно-дистанционная;;;;;155 750 р.;;по мере набора;18 месяцев;-
704398;Дистанционная;;;;;103 400 р.;;в любое время;12 месяцев;-
744224/1;Очная;-;;-;;;260 000 р.;1 сен;4 года;
705123;Вечерняя;;;;;594 000 р.;;-;20 месяцев, 1848 ак. ч;-
745791/1;Очная;197;;16;;;134 160 р.;1 сен;4 года;
669137/3;Заочная;-;;-;;;176 000 р.;29 окт, 29 окт, 26 ноя;30 месяцев;
34098/3;Очная;-;;10;;;281 000 р.;1 сен;2 года;
681509/1;Очная;-;154;9;130;;300 000 р.;-;4 года;
736095/1;Очная;-;;-;;;210 000 р.;1 сен;4 года;
718006;Модульная;;;;;900 000 р.;;-;1 год;-
744287;Дистанционная;;;;;50 400 р.;;7 сен, 7 сен, 14 сен;2 дня, 16 ак. ч;-
49746/1;Очная;207;;115;;;226 000 р.;1 сен;5 лет;
58597/3;Очная;-;;10;;;448 000 р.;7 сен;2 года;
701723;Вечерняя;;;;;310 000 р.;;-;1250 ак. ч;-
50130/3;Очная;50;;7;;;90 000 р.;1 сен;2 года;
696607;Дистанционная;;;;;по договоренности;;в любое время;2 недели, 72 ак. ч;определяется совместно с заказчиком (не более 6 часов в день)
447056/1;Очная;225;;50;;;208 550 р.;1 сен;4 года;
734846/3;Очная;-;;-;;;по договоренности;окт;15 месяцев;
733896/1;Очная;-;;-;;;330 000 р.;1 сен;4 года;
719135;Очная;;;;;101 800 р.;;-;5 дней, 40 ак. ч;с 9:30 до 16:30
704396;Очно-дистанционная;;;;;155 750 р.;;-;2 года;-
704396;Очная;;;;;632 500 р.;;-;2 года;-
730055;Очная;;;;;594 000 р.;;-;24 месяца;-
484978/1;Очная;200;;16;;;134 160 р.;1 сен;4 года;
448265/1;Очная;-;183;-;26;;320 000 р.;1 сен;4 года;
448265/1;Очно-заочная;-;;-;;;170 000 р.;1 сен;54 месяца;
669138/3;Заочная;-;;-;;;176 000 р.;26 ноя;30 месяцев;
718004;Модульная;;;;;750 000 р.;;по мере набора;1 год;Занятия проводятся с 09:45 до 17:15
733993/1;Очная;-;;-;;;320 000 р.;1 сен;4 года;
701724;Вечерняя;;;;;325 000 р.;;-;1250 ак. ч;-
744265;Дистанционная;;;;;50 400 р.;;10 сен, 10 сен, 17 сен;2 дня, 16 ак. ч;-
610147/3;Очно-заочная;-;;-;;;230 000 р.;1 сен;28 месяцев;
611196/3;Очно-заочная;-;;-;;;258 000 р.;26 сен;30 месяцев;
611196/3;Группа выходного дня;-;;-;;;258 000 р.;26 сен;30 месяцев;
611196/3;Модульная;-;;-;;;258 000 р.;26 сен;30 месяцев;
696914;Дистанционная;;;;;по договоренности;;в любое время;2 месяца, 300 ак. ч;-
721844/1;Вечерняя;-;;-;;;150 000 р.;1 сен;4 года;
721844/1;Очная;-;;-;;;240 000 р.;1 сен;4 года;
721844/1;Дистанционная;-;;-;;;52 000 р.;по мере набора;54 месяца;
727676/7;Очная;-;;-;;;90 000 р.;1 сен;46 месяцев;
190047/1;Заочная;182;;35;;;60 000 р.;1 сен;6 лет;
730007/1;Очная;-;;-;;;-;по мере набора;3 года;
704401;Очная;;;;;505 500 р.;;-;18 месяцев;-
704401;Очно-дистанционная;;;;;133 500 р.;;по мере набора;18 месяцев;-
704401;Дистанционная;;;;;96 000 р.;;в любое время;18 месяцев;-
185608/1;Очная;200;;85;;;241 480 р.;1 сен;66 месяцев;
458650/1;Очная;287;;-;;;330 000 р.;-;4 года;
736841;Очная;;;;;1 500 000 р.;;в любое время;12 месяцев;-
720069;Очно-заочная;;;;;470 000 р.;;по мере набора;1 год;-
699724/1;Очная;-;;-;;;116 100 р.;1 сен;4 года;
699724/1;Заочная;-;;-;;;46 900 р.;1 сен;5 лет;
723290;Очно-заочная;;;;;510 000 р.;;-;2 года, 1900 ак. ч;пятница, суббота, воскресенье, 1 или 2 раза в месяц
739993/3;Очная;-;;-;;;295 000 р.;1 сен;2 года;
613173/3;Очная;-;;-;;;265 000 р.;1 сен;2 года;
613173/3;Очно-заочная;-;;-;;;140 000 р.;1 сен;30 месяцев;
613173/3;Заочная;-;;-;;;160 000 р.;1 сен;30 месяцев;
718003;Модульная;;;;;630 000 р.;;-;18 месяцев;Занятия проводятся с 10:00 до 17:30,, включая субботу
701720;Вечерняя;;;;;260 000 р.;;-;1250 ак. ч;-
737758;Очная;;;;;42 000 р.;;10 сен, 10 сен, 22 окт, 14 дек;2 дня, 16 ак. ч;9:30 – 17:00, два перерыва на кофе и перерыв на обед
669152/3;Очно-заочная;-;;-;;;258 000 р.;26 сен;30 месяцев;
669152/3;Группа выходного дня;-;;-;;;258 000 р.;26 сен;30 месяцев;
669152/3;Модульная;-;;-;;;258 000 р.;26 сен;30 месяцев;
666697/3;Очная;-;;3;;;300 000 р.;1 сен;2 года;
666697/3;Очно-заочная;-;;-;;;260 000 р.;окт;27 месяцев;
666697/3;Заочная;-;;-;;;240 000 р.;сен;27 месяцев;
727185/1;Очная;-;206;5;25;;380 000 р.;1 сен;4 года;
696916;Дистанционная;;;;;по договоренности;;в любое время;2 месяца, 502 ак. ч;-
449281/1;Очная;229;;70;;;208 550 р.;1 сен;4 года;
449281/1;Очно-заочная;189;;10;;;51 550 р.;1 сен;5 лет;
449281/1;Заочная;-;;-;;;64 210 р.;1 сен;5 лет;
674266/3;Очная;92;;3;;;300 000 р.;1 сен;2 года;
674266/3;Очно-заочная;-;;-;;;230 000 р.;сен;30 месяцев;
736840;Дистанционная;;;;;75 000 р.;;в любое время;6 месяцев, 520 ак. ч;-
730008/1;Очная;-;;-;;;-;по мере набора;3 года;
720075;Очно-заочная;;;;;470 р.;;по мере набора;1 год;модульный
727673/1;Очная;228;;25;;;195 000 р.;1 сен;4 года;
721843/1;Очная;-;;-;;;210 000 р.;1 сен;4 года;
721843/1;Вечерняя;-;;-;;;120 000 р.;1 сен;4 месяца;
664641;Очно-заочная;;;;;1 760 000 р.;;19 окт;4 года;9 очных учебных сессий, продолжительностью до 10 календарных дней, ежедневно с 9:30 до 17:00
723319;Очно-заочная;;;;;510 000 р.;;-;2 года;пятница, суббота, воскресенье 1 или 2 раза в месяц
746277/7;Очная;-;;-;;;96 000 р.;-;3 года, 2196 ак. ч;
745173;Дистанционная;;;;;12 000 р.;;15 сен;1 день, 3 ак. ч;-
484809/1;Очная;190;;16;;;134 160 р.;1 сен;4 года;
718002;Модульная;;;;;630 000 р.;;-;18 месяцев;Занятия проводятся с 10:00 до 17:30, включая субботу
702385/3;Очная;-;;-;;;270 000 р.;1 сен;2 года;
701717;Вечерняя;;;;;265 000 р.;;-;1250 ак. ч;-
719243;Очная;;;;;1 022 537 р.;;-;2 года;-
696918;Определяется совместно с Заказчиком (не более 6 часов в день);;;;;по договоренности;;в любое время;2 месяца, 250 ак. ч;-
736842;Дистанционная;;;;;220 000 р.;;в любое время;24 месяца, 1800 ак. ч;-
737759;Очная;;;;;42 000 р.;;24 сен, 24 сен, 12 ноя, 21 дек;2 дня, 16 ак. ч;9:30 – 17:00, два перерыва на кофе и перерыв на обед
515050/1;Очная;208;;11;;;195 000 р.;1 сен;5 лет;
457643/1;Очная;203;;17;;;208 550 р.;1 сен;4 года;
688032/3;Очная;-;;8;;;281 000 р.;1 сен;2 года;
484960/1;Очная;173;;16;;;134 160 р.;1 сен;4 года;
608190/3;Очная;-;;-;;;260 000 р.;1 сен;2 года;
723322;Очно-заочная;;;;;510 000 р.;;-;2 года, 1900 ак. ч;-
718001;Модульная;;;;;630 000 р.;;-;18 месяцев;-
719953;Очно-заочная;;;;;110 000 р.;;по мере набора;5 месяцев;-
699840/1;Очная;294;183;5;50;;360 000 р.;1 сен;4 года;
664544;Группа выходного дня;;;;;1 100 000 р.;;23 окт;2 года;1-2 раза в месяц, пт с 17.20 - 22.00, сб-вс с 09.00-17.50
719953;Дистанционная;;;;;110 000 р.;;по мере набора;5 месяцев;-
664544;Модульная;;;;;1 100 000 р.;;2 ноя;2 года;не менее 7 очных сессий по 10-14 рабочих дней с 9.00 до 17.50
35739/3;Очная;96;;7;;;300 000 р.;1 сен;2 года;
35739/3;Очно-заочная;-;;-;;;240 000 р.;сен;2 года;
191014/1;Очная;-;;-;;;205 000 р.;1 сен;4 года;
191014/1;Очно-заочная;-;;-;;;110 000 р.;1 сен;52 месяца;
721837/1;Очная;-;;-;;;210 000 р.;1 сен;4 года;
721837/1;Вечерняя;-;;-;;;120 000 р.;1 сен;54 месяца;
721837/1;Дистанционная;-;;-;;;52 000 р.;в любое время;54 месяца;
458677/1;Очная;-;;-;;;130 000 р.;1 сен;4 года;
458677/1;Очно-заочная;-;;-;;;73 000 р.;1 сен;5 лет;
458677/1;Заочная;-;;-;;;73 000 р.;1 сен;5 лет;
671047;Группа выходного дня;;;;;472 000 р.;;2 окт;1 год;1-2 раза в месяц (пятница, суббота, воскресенье) с 09.00 до 18.50
671047;Вечерняя;;;;;472 000 р.;;10 окт;1 год;2-3 раза в неделю (с 19.00 до 22.00) и 1-2 субботы в месяц (с 10.40 до 18.50)
671047;Модульная;;;;;472 000 р.;;12 окт;1 год;4 сессии
671047;Blended;;;;;472 000 р.;;26 окт;1 год;2 очных модуля по 7-14 уч. дней (с 9.00 до 18.50), 2 модуля в дистанте
718005;Модульная;;;;;630 000 р.;;-;18 месяцев;Занятия проводятся с 10:00 до 17:30, включая субботу
719244;Очная;;;;;1 022 537 р.;;-;2 года;-
701722;Вечерняя;;;;;220 000 р.;;-;1250 ак. ч;-
696919;Дистанционная;;;;;по договоренности;;в любое время;1 месяц, 140 ак. ч;-
723320;Очно-заочная;;;;;510 000 р.;;-;2 года, 1900 ак. ч;пятница, суббота, воскресенье 1 или 2 раза в месяц
720035;Очная;;;;;110 000 р.;;по мере набора;5 месяцев;модульный
720035;Очно-заочная;;;;;110 000 р.;;по мере набора;5 месяцев;модульный
666977/3;Очная;82;;5;;;300 000 р.;1 сен;2 года;
720035;Дистанционная;;;;;110 000 р.;;по мере набора;5 месяцев;модульный
666977/3;Очно-заочная;-;;-;;;240 000 р.;сен;30 месяцев;
664357;Группа выходного дня;;;;;750 000 р.;;по мере набора;2 года;1-2 раза в месяц, пт с 19.00 - 22.00, сб, вс с 9.00 - 17.10
664357;Модульная;;;;;750 000 р.;;по мере набора;2 года;6 очных сессий по 12 дней, занятия проходят с 9:00 до 17:10
688033/3;Очная;-;;8;;;281 000 р.;1 сен;2 года;
613170/3;Очная;-;;4;;;290 000 р.;1 сен;2 года;
737757;Очная;;;;;50 600 р.;;28 сен, 28 сен, 9 ноя, 9 дек;3 дня, 24 ак. ч;9:30 – 17:00, два перерыва на кофе и перерыв на обед.
723890/1;Очная;-;;-;;;210 000 р.;1 сен;5 лет;
49750/3;Очная;-;;20;;;208 500 р.;1 сен;2 года;
50910/3;Очная;-;;-;;;220 000 р.;1 сен;2 года;
50910/3;Очно-заочная;-;;-;;;140 000 р.;-;28 месяцев;
50910/3;Заочная;-;;-;;;120 000 р.;1 сен;28 месяцев;
458678/1;Очная;-;;-;;;130 000 р.;1 сен;4 года;
458678/1;Очно-заочная;-;;-;;;73 000 р.;1 сен;5 лет;
458678/1;Заочная;-;;-;;;73 000 р.;1 сен;5 лет;
664929;Группа выходного дня;;;;;1 147 000 р.;;2 окт;27 месяцев;1-2 раза в месяц (пятница, суббота, воскресенье) с 9.00 до 18.50
664929;Вечерняя;;;;;1 147 000 р.;;10 окт;27 месяцев;2-3 раза в неделю (с 19.00 до 22.00) и 1-2 субботы в месяц (с 10.40 до 18.50)
447271/1;Очная;-;;-;;;205 000 р.;1 сен;4 года;
664929;Модульная;;;;;1 147 000 р.;;12 окт;27 месяцев;5 очных модулей по 12 уч. дней 1 модуль 1 неделю для защиты дипломного проекта, (с 09.00 до 18.50)
447271/1;Очно-заочная;-;;-;;;138 000 р.;1 сен;5 лет;
664929;Blended;;;;;1 147 000 р.;;26 окт;27 месяцев;4 очных модуля по 7-14 дней (c 9.00 до 18.50) 3 модуля в дистанте
698347/1;Очная;249;177;10;25;;300 000 р.;1 сен;4 года;
484815/1;Очная;198;;56;;;134 160 р.;1 сен;4 года;
484815/1;Очно-заочная;-;;10;;;53 600 р.;1 сен;5 лет;
484815/1;Заочная;-;;-;;;46 900 р.;1 сен;5 лет;
719245;Очная;;;;;1 022 537 р.;;-;2 года;-
701721;Вечерняя;;;;;385 000 р.;;-;1250 ак. ч;-
696923;Дистанционная;;;;;по договоренности;;в любое время;2 месяца, 260 ак. ч;-
737932;Очная;;;;;510 000 р.;;-;2 года;-
737779;Очная;;;;;39 000 р.;;1 окт, 1 окт, 23 ноя;2 дня, 18 ак. ч;10:00 – 18:00, 2 перерыва на кофе и перерыв на обед
548586/3;Очная;-;;8;;;300 000 р.;1 сен;2 года;
452513/1;Очная;-;;-;;;150 000 р.;1 сен;4 года;
452513/1;Заочная;-;;-;;;80 000 р.;1 сен;5 лет;
452513/1;Дистанционная;-;;-;;;50 000 р.;1 сен;5 лет;
716731/3;Очная;90;;3;;;300 000 р.;1 сен;2 года;
716731/3;Очно-заочная;-;;-;;;230 000 р.;1 сен;30 месяцев;
449241/1;Очная;197;;43;;;208 550 р.;1 сен;4 года;
674252/3;Дистанционная;-;;-;;;290 000 р.;1 сен;2 года;
664992;Weekend;;;;;997 000 р.;;2 окт;21 месяц;1-2 раза в месяц (пятница, суббота, воскресенье) с 09.00 до 18.50
664992;Вечерняя;;;;;997 000 р.;;10 окт;21 месяц;2-3 раза в неделю (с 19.00 до 22.00) и 1-2 субботы в месяц (с 10.40 до 18.50)
664992;Модульная;;;;;997 000 р.;;12 окт;21 месяц;6 очных учебных сессий с 09.00 до 18.50
664992;Blended (очно+онлайн);;;;;997 000 р.;;26 окт;21 месяц;3 очных модуля по 7-14 дней (c 9.00 до 18.50) 3 модуля в дистанте
664992;Онлайн;;;;;877 000 р.;;7 ноя;21 месяц;Полноценное дистанционное модульное обучение. 2-3 курса в месяц в удобное время.
669048/1;Очная;-;;-;;;130 000 р.;1 сен;4 года;
669048/1;Очно-заочная;-;;-;;;75 000 р.;1 сен;5 лет;
669048/1;Заочная;-;;-;;;75 000 р.;1 сен;5 лет;
706235;Очная;;;;;1 022 537 р.;;-;2 года;-
745563/3;Очная;-;;3;;;250 750 р.;1 сен;3 года;
745563/3;Заочная;-;;-;;;60 000 р.;1 сен;4 года;
701719;Вечерняя;;;;;355 000 р.;;-;1250 ак. ч;-
729312/1;Очная;-;;-;;;210 000 р.;1 сен;4 года;
729312/1;Дистанционная;-;;-;;;52 000 р.;в любое время;54 месяца;
729312/1;Вечерняя;-;;-;;;120 000 р.;1 сен;4 года;
730662;Очно-заочная;;;;;125 000 р.;;-;5 месяцев, 270 ак. ч;суббота, с 10 до 18 час.
698348/1;Очная;-;194;7;70;;300 000 р.;1 сен;4 года;
484817/1;Очная;200;;67;;;134 160 р.;1 сен;4 года;
484817/1;Очно-заочная;-;;-;;;53 600 р.;1 сен;5 лет;
745172;Дистанционная;;;;;12 000 р.;;окт;1 день, 3 ак. ч;-
186117/1;Очная;-;;-;;;-;1 сен;5 лет;
461646/1;Очная;-;;-;;;130 000 р.;1 сен;4 года;
461646/1;Заочная;-;;-;;;55 000 р.;1 сен;5 лет;
696581;Дистанционная;;;;;по договоренности;;в любое время;15 недель, 520 ак. ч;-
608186/3;Очная;-;;10;;;300 000 р.;1 сен;2 года;
457044/1;Очная;-;;-;;;150 000 р.;1 сен;4 года;
719242;Очная;;;;;1 022 537 р.;;-;2 года;-
35542/3;Очная;-;;12;;;242 000 р.;1 сен;2 года;
448526/1;Очная;323;;33;;;281 600 р.;1 сен;5 лет;
515053/1;Заочная;-;;-;;;70 000 р.;1 сен;5 лет;
557814/1;Очная;-;;-;;;130 000 р.;1 сен;4 года;
557814/1;Очно-заочная;-;;-;;;73 000 р.;1 сен;5 лет;
557814/1;Заочная;-;;-;;;73 000 р.;1 сен;5 лет;
736097/1;Очная;-;;-;;;210 000 р.;1 сен;4 года;
702302/3;Очно-заочная;-;;-;;;300 000 р.;сен;30 месяцев;
616505;Weekend;;;;;472 000 р.;;2 окт;1 год;1-2 раза в месяц (пятница, суббота, воскресенье) с 09.00 до 18.50
616505;Вечерняя;;;;;472 000 р.;;10 окт;1 год;2-3 раза в неделю с 19.00 до 22.00 и 1-2 субботы в месяц, с 10.40 до 17.45
616505;Модульная;;;;;472 000 р.;;12 окт;1 год;4 сессии
616505;Blended;;;;;472 000 р.;;26 окт;1 год;2 очных модуля по 7-14 уч. дней (с 9.00 до 18.50), 2 модуля в дистанте
737784;Очная;;;;;39 000 р.;;12 окт, 12 окт, 14 дек;2 дня, 18 ак. ч;10:00 – 18:00, 2 перерыва на кофе и перерыв на обед
701718;Вечерняя;;;;;290 000 р.;;-;1250 ак. ч;-
484812/1;Очная;185;;14;;;134 160 р.;1 сен;4 года;
194482/1;Очная;-;;-;;;130 000 р.;1 сен;4 года;
721779/3;Очная;-;;-;;;230 000 р.;1 сен;2 года;
729337/1;Очная;-;;-;;;315 000 р.;1 сен;4 года;
449255/1;Очная;258;;8;;;186 210 р.;1 сен;4 года;
449255/1;Заочная;-;;-;;;73 750 р.;1 сен;5 лет;
601297/1;Очная;271;160;5;50;;320 000 р.;1 сен;4 года;
696676;Дистанционная;;;;;по договоренности;;в любое время;5 месяцев, 502 ак. ч;-
186110/1;Очная;-;;-;;;-;1 сен;5 лет;
548587/3;Очная;-;;-;;;265 000 р.;1 сен;2 года;
548587/3;Заочная;-;;-;;;130 000 р.;1 сен;30 месяцев;
452516/1;Очная;-;;-;;;150 000 р.;1 сен;4 года;
452516/1;Заочная;-;;-;;;80 000 р.;1 сен;5 лет;
608727/3;Очная;-;;22;;;242 000 р.;1 сен;2 года;
701715;Вечерняя;;;;;240 000 р.;;-;1250 ак. ч;-
719237/1;Очная;-;;-;;;-;-;4 года;
613165/1;Очная;186;;16;;;326 720 р.;1 сен;4 года;
745174;Очная;;;;;30 000 р.;;14 окт;1 день, 8 ак. ч;-
666978/3;Очная;-;;-;;;300 000 р.;1 сен;2 года;
557813/1;Очная;-;;-;;;130 000 р.;1 сен;4 года;
557813/1;Очно-заочная;-;;-;;;73 000 р.;1 сен;5 лет;
557813/1;Заочная;-;;-;;;73 000 р.;1 сен;5 лет;
696689;Дистанционная;;;;;по договоренности;;в любое время;2 недели, 72 ак. ч;-
721845/1;Очная;-;;-;;;230 000 р.;1 сен;4 года;
721845/1;Дистанционная;-;;-;;;52 000 р.;в любое время;54 месяца;
729347/1;Очная;294;261;14;8;;270 000 р.;1 сен;4 года;
484792/1;Очная;159;;9;;;134 160 р.;1 сен;4 года;
484792/1;Заочная;-;;-;;;46 900 р.;1 сен;5 лет;
727306/3;Очная;-;;-;;;300 000 р.;1 сен;2 года;
727306/3;Очно-заочная;-;;-;;;260 000 р.;окт;27 месяцев;
727306/3;Заочная;-;;-;;;240 000 р.;ноя;27 месяцев;
610362/1;Очная;184;;40;;;208 550 р.;1 сен;4 года;
671045;Группа выходного дня;;;;;472 000 р.;;2 окт;1 год;1-2 раза в месяц (пятница, суббота, воскресенье) с 09.00 до 18.50
671045;Вечерняя;;;;;472 000 р.;;10 окт;1 год;2-3 раза в неделю (с 19.00 до 22.00) и 1-2 субботы в месяц (с 10.40 до 18.50)
671045;Модульная;;;;;472 000 р.;;12 окт;1 год;4 сессии
671045;Blended;;;;;472 000 р.;;26 окт;1 год;2 очных модуля по 7-14 уч. дней (с 9.00 до 18.50), 2 модуля в дистанте
49789/3;Очная;-;;97;;;260 000 р.;1 сен;2 года;
446425/1;Очная;204;;51;;;223 800 р.;1 сен;4 года;
446425/1;Очно-заочная;-;;35;;;85 500 р.;1 сен;54 месяца;
50453/1;Очная;-;;-;;;-;1 сен;5 лет;
733998/1;Очная;-;;-;;;340 000 р.;1 сен;4 года;
461650/1;Очная;-;;-;;;135 000 р.;1 сен;4 года;
461650/1;Очно-заочная;-;;-;;;75 000 р.;1 сен;5 лет;
461650/1;Заочная;-;;-;;;55 000 р.;1 сен;4 года;
56300/3;Очная;-;;10;;;242 000 р.;1 сен;2 года;
56300/3;Заочная;-;;-;;;70 000 р.;1 сен;2 года;
701716;Вечерняя;;;;;250 000 р.;;-;1250 ак. ч;-
719239/1;Очная;-;;-;;;255 262 р.;-;4 года;
452510/1;Очная;-;;-;;;150 000 р.;1 сен;4 года;
452510/1;Заочная;-;;-;;;80 000 р.;1 сен;5 лет;
