ID программы;Форма обучения;Проходной балл бюджет;Проходной балл платное;Мест бюджет;Мест платное;Стоимость;Стоимость, за год;Когда;Срок обучения;График занятий
459297/1;Очная;-;;-;;;166 000 р.;1 сен;4 года, 8640 ак. ч;
459297/1;Заочная;-;;-;;;43 000 р.;1 ноя;58 месяцев, 8640 ак. ч;
711780;Вебинар;;;;;3 900 р.;;10 окт, 10 окт, 10 окт, 10 окт, 16 ноя, 16 ноя, 24 дек, 24 дек;2 дня, 12 ак. ч;"два дня (для дневных курсов); четыре дня (для вечерних курсов)"
715940;Очная;;;;;28 000 р.;;14 сен, 14 сен, 23 ноя, 12 апр 2021, 19 июл 2021, 6 сен 2021, 15 ноя 2021;5 дней, 40 ак. ч;5 будних дней подряд
726144/3;Очная;-;;32;;;278 000 р.;1 сен;2 года;
744682/3;Очная;-;;-;;;120 000 р.;1 сен;3 года;
737423;Очная/очно-заочная/с применением ДОТ;;;;;5 000 р.;;в любое время;1 неделя, 36 ак. ч;-
706509;Очная;;;;;6 700 р.;;8 ноя, 8 ноя, 15 ноя;2 дня;10:00-17:00
607868/3;Дистанционная;-;;-;;;79 000 р.;-;30 месяцев;
732147/1;Очная;-;;20;;;227 000 р.;1 сен;4 года;
606173/1;Очная;-;;-;;;63 320 р.;-;4 года;
740184;Очная;;;;;18 000 р.;;-;2 недели, 40 ак. ч;-
740184;Вебинар;;;;;13 000 р.;;-;4 недели, 40 ак. ч;-
740184;Дистанционная;;;;;12 000 р.;;в любое время;4 недели, 40 ак. ч;-
715582/1;Очная;184;;20;;;119 000 р.;1 сен;4 года;
59256/1;Заочная;-;;-;;;62 000 р.;1 сен;5 лет;
608409/3;Очная;-;;-;;;120 000 р.;1 сен;4 года;
608409/3;Очно-заочная;-;;-;;;66 000 р.;1 сен;5 лет;
728676;Очная;;;;;3 000 р.;;5 сен;1 день;11:00—13:00
607835/3;Дистанционная;-;;-;;;69 000 р.;-;30 месяцев;
706471;Очная;;;;;7 400 р.;;14 ноя, 14 ноя, 15 ноя;2 дня;10:00-19:00
737434;Очная/дистанционная;;;;;3 000 р.;;в любое время;1 неделя, 40 ак. ч;-
726145/3;Очная;-;;13;;;278 000 р.;1 сен;2 года;
706148/1;Очная;106;;20;;;109 500 р.;1 сен;4 года;
711781;Вебинар;;;;;2 800 р.;;22 окт, 22 окт, 22 окт, 22 окт, 6 дек, 6 дек;1 день, 6 ак. ч;-
606184/1;Дистанционная;-;;-;;;30 000 р.;-;5 лет;
608840/1;Очная;181;;25;;;227 000 р.;1 сен;5 лет;
602040/1;Очная;-;;-;;;110 800 р.;1 сен;4 года;
744678/3;Очная;-;;-;;;110 000 р.;1 сен;2 года;
187570/1;Очная;-;;-;;;140 000 р.;1 сен;4 года;
744678/3;Заочная;-;;-;;;95 000 р.;1 сен;3 года;
687259/1;Очная;-;;-;;;120 000 р.;1 сен;4 года;
187570/1;Заочная;-;;-;;;60 000 р.;1 сен;5 лет;
682066;Очная;;;;;21 000 р.;;14 сен, 14 сен, 2 ноя, 8 фев 2021, 12 апр 2021, 14 июн 2021, 13 сен 2021, 8 ноя 2021;5 дней, 40 ак. ч;5 будних дней подряд
687259/1;Очно-заочная;-;;-;;;90 000 р.;1 сен;4 года;
682066;Вебинар;;;;;18 900 р.;;14 сен, 14 сен, 2 ноя, 8 фев 2021, 12 апр 2021, 14 июн 2021, 13 сен 2021, 8 ноя 2021;5 дней, 40 ак. ч;вебинар (онлайн-подключение к очной аудитории)или получение семинара в записи
613479/1;Очная;-;;-;;;74 000 р.;1 сен;4 года;
613479/1;Заочная;-;;-;;;50 000 р.;1 сен;54 месяца;
459495/1;Очная;220;;22;;;187 000 р.;-;5 лет;
459495/1;Заочная;-;;-;;;65 000 р.;-;5 лет;
728677;Очная;;;;;6 000 р.;;5 сен;1 день;14:00—17:00
669937/1;Очная;-;;-;;;75 000 р.;1 сен;4 года;
669937/1;Заочная;-;;-;;;39 600 р.;30 ноя;57 месяцев;
740185;Очная;;;;;15 000 р.;;по мере набора;2 недели, 40 ак. ч;-
669937/1;Дистанционная;-;;-;;;39 600 р.;30 ноя;57 месяцев;
740185;Вечерняя;;;;;18 000 р.;;по мере набора;2 недели, 40 ак. ч;-
740185;Вебинар;;;;;13 000 р.;;по мере набора;2 недели, 40 ак. ч;-
740185;Дистанционная;;;;;12 000 р.;;в любое время;2 недели, 40 ак. ч;-
456770/1;Очная;-;;-;;;164 000 р.;1 сен;4 года;
456770/1;Очно-заочная;-;;-;;;81 000 р.;1 сен;5 лет;
456770/1;Заочная;-;;-;;;63 000 р.;1 сен;5 лет;
456770/1;Группа выходного дня;-;;-;;;81 000 р.;1 сен;5 лет;
456770/1;Дистанционная;-;;-;;;58 000 р.;1 сен;5 лет;
726148/3;Очная;-;;24;;;278 000 р.;1 сен;2 года;
706510;Очная;;;;;6 700 р.;;29 ноя, 29 ноя, 6 дек;2 дня;10:00-17:15
606191/1;Заочная;-;;-;;;30 000 р.;-;5 лет;
732556;Вебинар;;;;;2 900 р.;;7 ноя, 7 ноя;1 день, 3 ак. ч;-
607834/3;Дистанционная;-;;-;;;69 000 р.;-;30 месяцев;
602043/1;Очно-заочная;-;;-;;;94 000 р.;1 сен;5 лет;
602043/1;Заочная;-;;-;;;80 400 р.;1 сен;5 лет;
696275;Очная;;;;;298 000 р.;;6 сен;2 месяца;вс-пт с 09:00—13:00 или 19:00—23:00
732149/1;Очная;-;;25;;;227 000 р.;1 сен;5 лет;
737424;Очная/очно-заочная;;;;;10 000 р.;;в любое время;1 месяц, 260 ак. ч;-
737424;Очная/очно-заочная;;;;;15 000 р.;;в любое время;2 месяца, 504 ак. ч;-
669936/1;Очно-заочная;-;;-;;;46 000 р.;5 окт;66 месяцев;
669936/1;Очная;-;;-;;;75 000 р.;1 сен;5 лет;
744681/3;Очная;-;;-;;;120 000 р.;1 сен;3 года;
687261/1;Очная;-;;-;;;166 000 р.;1 сен;4 года;
687261/1;Очно-заочная;-;;-;;;110 000 р.;1 сен;4 года;
687261/1;Заочная;-;;-;;;90 000 р.;1 сен;4 года;
729088;Очная;;;;;15 000 р.;;по мере набора;1 неделя, 40 ак. ч;пн, вт, ср, чт, пт с 10:00 до 17:00
729088;Вебинар;;;;;13 000 р.;;по мере набора;1 неделя, 40 ак. ч;согласно расписанию выбранной группы
729088;Дистанционная;;;;;12 000 р.;;в любое время;1 неделя, 40 ак. ч;в любое время
706222/1;Очная;108;;15;;;109 500 р.;1 сен;4 года;
459334/1;Очная;235;;50;;;187 000 р.;-;4 года;
459334/1;Заочная;-;;-;;;55 000 р.;-;5 лет;
716715/1;Очная;-;;-;;;160 000 р.;1 сен;5 лет;
50844/1;Очная;-;;-;;;74 000 р.;1 сен;4 года;
50844/1;Заочная;-;;-;;;50 000 р.;1 сен;5 лет;
737273;Очная;;;;;24 000 р.;;14 сен, 14 сен, 19 окт, 7 дек, 15 фев 2021, 22 мар 2021, 14 июн 2021, 16 авг 2021, 18 окт 2021, 6 дек 2021;5 дней, 40 ак. ч;5 будних дней подряд
737273;Вебинар;;;;;21 600 р.;;14 сен, 14 сен, 19 окт, 7 дек, 15 фев 2021, 22 мар 2021, 14 июн 2021, 16 авг 2021, 18 окт 2021, 6 дек 2021;5 дней, 40 ак. ч;5 будних дней подряд
52022/1;Очная;-;;-;;;164 000 р.;1 сен;4 года;
52022/1;Очно-заочная;-;;-;;;81 000 р.;1 сен;5 лет;
52022/1;Заочная;-;;-;;;63 000 р.;1 сен;5 лет;
52022/1;Группа выходного дня;-;;-;;;81 000 р.;1 сен;5 лет;
52022/1;Дистанционная;-;;-;;;58 000 р.;1 сен;5 лет;
726163/3;Очная;-;;33;;;278 000 р.;1 сен;2 года;
514897/1;Очная;-;;-;;;203 500 р.;1 сен;4 года;
514897/1;Очно-заочная;-;;18;;;104 500 р.;1 сен;5 лет;
711778;Вебинар;;;;;1 700 р.;;по мере набора;1 день, 6 ак. ч;"6 часов: один день(для дневных курсов); два вечера (для вечерних курсов)"
632921;Группа выходного дня;;;;;138 600 р.;;по мере набора;21 месяц, 382 ак. ч;2 раза в месяц по выходным с 11.00 до 17.15
193078/1;Очная;-;;-;;;110 800 р.;1 сен;4 года;
606170/1;Очная;126;;10;;;112 000 р.;-;4 года;
700561;Очная;;;;;6 000 р.;;6 сен;1 день;с 19:00—22:00
607869/3;Дистанционная;-;;-;;;79 000 р.;-;30 месяцев;
737435;Очная/дистанционная;;;;;6 000 р.;;в любое время;3 дня, 28 ак. ч;-
669933/1;Очная;-;;-;;;75 000 р.;1 сен;4 года;
669933/1;Заочная;-;;-;;;39 600 р.;30 ноя;57 месяцев;
729089;Дневная группа;;;;;15 000 р.;;-;1 неделя, 40 ак. ч;пн, вт, ср, чт, пт, с 10:00 до 17:00
729089;Вебинар;;;;;13 000 р.;;-;1 неделя, 40 ак. ч;согласно расписанию выбранной группы
729089;Дистанционная;;;;;13 000 р.;;в любое время;1 неделя, 40 ак. ч;в любое время
50841/1;Очная;-;;-;;;74 000 р.;1 сен;4 года;
50841/1;Заочная;-;;-;;;50 000 р.;1 сен;54 месяца;
608863/1;Очная;-;;-;;;202 000 р.;1 сен;4 года;
608863/1;Очно-заочная;-;;-;;;100 000 р.;1 сен;5 лет;
608863/1;Заочная;-;;-;;;100 000 р.;2 ноя;5 лет;
683646;Очная;;;;;21 000 р.;;14 сен, 14 сен, 2 ноя, 8 фев 2021, 12 апр 2021, 14 июн 2021, 13 сен 2021, 8 ноя 2021;5 дней, 40 ак. ч;5 будних дней подряд
683646;Вебинар;;;;;18 900 р.;;по мере набора;5 дней, 40 ак. ч;вебинар (онлайн-подключение к очной аудитории) или получение семинара в записи
667289/3;Очная;-;;-;;;110 000 р.;1 сен;2 года;
667289/3;Заочная;-;;-;;;95 000 р.;1 сен;3 года;
459503/1;Очная;236;;20;;;187 000 р.;-;4 года;
459503/1;Заочная;-;;-;;;65 000 р.;-;5 лет;
549405/1;Очная;-;;-;;;120 000 р.;1 сен;4 года;
549405/1;Заочная;-;;-;;;50 000 р.;1 сен;4 года;
549405/1;Очно-заочная;-;;-;;;90 000 р.;1 сен;4 года;
726161/3;Очная;-;;7;;;482 000 р.;1 сен;2 года;
191429/1;Очная;-;;-;;;184 800 р.;1 сен;4 года;
59255/1;Очная;-;;-;;;140 000 р.;1 сен;4 года;
59255/1;Заочная;-;;-;;;60 000 р.;1 сен;5 лет;
671432/3;Очно-заочная;-;;-;;;86 000 р.;-;42 месяца;
177125/1;Очно-заочная;-;;-;;;81 000 р.;1 сен;5 лет;
177125/1;Заочная;-;;-;;;63 000 р.;1 сен;5 лет;
177125/1;Группа выходного дня;-;;-;;;81 000 р.;1 сен;5 лет;
177125/1;Очная;-;;13;;;164 000 р.;1 сен;4 года;
177125/1;Дистанционная;-;;-;;;58 000 р.;1 сен;5 лет;
646383;Группа выходного дня;;;;;122 800 р.;;по мере набора;15 месяцев, 531 ак. ч;1 раз в неделю в выходные дни с 11.00 до 18.30
639500;Очная;;;;;163 000 р.;;7 сен;2 месяца;пн, ср, пт с 10:00—13:00
712187;Очная;;;;;5 490 р.;;-;1 день, 6 ак. ч;"один день (для дневных курсов); два вечера (для вечерних курсов)"
712187;Вебинар;;;;;2 300 р.;;по мере набора;1 день, 6 ак. ч;"один день (для дневных курсов); два вечера (для вечерних курсов)"
602052/1;Заочная;-;;-;;;80 400 р.;1 сен;5 лет;
740132;Дистанционная;;;;;3 000 р.;;в любое время;1 неделя;-
606192/1;Заочная;-;;-;;;25 000 р.;-;5 лет;
729090;День;;;;;15 000 р.;;по мере набора;1 неделя, 40 ак. ч;-
729090;Вечер;;;;;17 000 р.;;по мере набора;1 месяц, 40 ак. ч;пн, ср, пт с 18:30 до 21:30
729090;Вебинар;;;;;12 000 р.;;по мере набора;1 неделя, 40 ак. ч;согласно расписанию выбранной группы
729090;Дистанционная;;;;;13 000 р.;;в любое время;1 неделя, 40 ак. ч;в любое время
720475;Очная;;;;;28 000 р.;;14 сен, 14 сен, 28 сен, 2 ноя, 23 ноя, 9 мар 2021, 26 апр 2021, 21 июн 2021, 27 сен 2021, 22 ноя 2021;5 дней, 40 ак. ч;с 10.00 до 14.00
689057/1;Очная;-;;-;;;76 000 р.;1 сен;5 лет;
689057/1;Заочная;-;;-;;;52 000 р.;1 сен;6 лет;
669930/1;Очная;-;;-;;;75 000 р.;1 сен;4 года;
669930/1;Заочная;-;;-;;;39 600 р.;30 ноя;57 месяцев;
669930/1;Дистанционная;-;;-;;;39 600 р.;30 ноя;57 месяцев;
744685/3;Очная;-;;-;;;120 000 р.;1 сен;3 года;
187568/1;Очная;-;;-;;;160 000 р.;1 сен;4 года;
187568/1;Очно-заочная;-;;-;;;83 500 р.;1 сен;5 лет;
702292/1;Очно-заочная;-;;-;;;66 000 р.;-;2 года;
738015;Очная;;;;;69 000 р.;;8 сен;22 дня;с 1 по 6 занятие (вт, чт) 7 и 8 (пн, вт) 14:00—17:00
549409/1;Очная;-;;-;;;120 000 р.;1 сен;4 года;
549409/1;Заочная;-;;-;;;50 000 р.;1 сен;4 года;
549409/1;Очно-заочная;-;;-;;;90 000 р.;1 сен;4 года;
726159/3;Очная;-;;-;;;252 000 р.;1 сен;2 года;
734823;Дистанционная;;;;;98 000 р.;;по мере набора;7 месяцев, 360 ак. ч;2 раза в неделю
737436;Очная/дистанционная;;;;;1 500 р.;;в любое время;1 неделя, 28 ак. ч;-
699299/1;Очная;-;;-;;;168 300 р.;1 сен;4 года;
699299/1;Заочная;-;;-;;;71 500 р.;1 сен;5 лет;
725743/1;Очная;-;;-;;;187 000 р.;-;4 года;
729101;Вечерняя;;;;;17 000 р.;;по мере набора;3 месяца, 60 ак. ч;пн, ср, пт с 18:30 до 21:30
729101;Вебинар;;;;;14 000 р.;;по мере набора;3 месяца, 60 ак. ч;согласно расписанию выбранной группы
602042/1;Очная;-;;-;;;110 800 р.;1 сен;4 года;
687121/1;Дистанционная;-;;-;;;39 900 р.;по мере набора;4 года;
606174/1;Очная;-;;-;;;63 320 р.;-;4 года;
602842/1;Заочная;-;;-;;;48 300 р.;-;5 лет;
602842/1;Дистанционная;-;;-;;;41 055 р.;-;5 лет;
683881;Очная;;;;;28 000 р.;;14 сен, 14 сен, 23 ноя, 12 апр 2021, 19 июл 2021, 6 сен 2021, 15 ноя 2021;5 дней, 40 ак. ч;5 будних дней подряд
447799/1;Очная;-;;-;;;164 000 р.;1 сен;4 года;
447799/1;Очно-заочная;-;;-;;;81 000 р.;1 сен;5 лет;
447799/1;Заочная;-;;-;;;63 000 р.;1 сен;5 лет;
447799/1;Группа выходного дня;-;;-;;;81 000 р.;1 сен;5 лет;
447799/1;Дистанционная;-;;-;;;58 000 р.;1 сен;5 лет;
50836/1;Очная;-;;-;;;74 000 р.;1 сен;4 года;
50836/1;Очно-заочная;-;;-;;;64 000 р.;1 сен;5 лет;
548598/3;Очная;-;;-;;;155 000 р.;1 сен;2 года;
700906;Очная;;;;;91 000 р.;;8 сен;1 месяц;вт, чт с 20:00—22:00
667293/3;Очная;-;;-;;;110 000 р.;1 сен;2 года;
667293/3;Заочная;-;;-;;;95 000 р.;1 сен;3 года;
669932/1;Очная;-;;-;;;75 000 р.;1 сен;4 года;
669932/1;Заочная;-;;-;;;39 600 р.;30 ноя;57 месяцев;
739251;Дистанционная;;;;;97 000 р.;;9 сен;10 месяцев, 554 ак. ч;сб - 12:00-15:15, ср - 19:00-22:15, вт и чт - 19:00-23:00
459303/1;Очная;195;;28;;;187 000 р.;-;4 года;
687124/1;Очная;-;;-;;;90 000 р.;-;4 года, 8640 ак. ч;
687124/1;Очно-заочная;-;;-;;;84 000 р.;-;5 лет, 8640 ак. ч;
687124/1;Заочная;-;;-;;;72 000 р.;по мере набора;5 лет, 8640 ак. ч;
687124/1;Дистанционная;-;;-;;;48 000 р.;по мере набора;5 лет, 8640 ак. ч;
687163/1;Дистанционная;-;;-;;;39 900 р.;по мере набора;4 года;
729104;Вечер;;;;;29 000 р.;;по мере набора;3 недели, 80 ак. ч;Пн, Вт, Чт, c 18:30 до 23:00
729104;День;;;;;27 000 р.;;по мере набора;3 недели, 80 ак. ч;-
729104;Вебинар;;;;;25 000 р.;;по мере набора;3 недели, 80 ак. ч;согласно расписанию выбранной группы
729104;Дистанционная;;;;;22 000 р.;;в любое время;3 недели, 80 ак. ч;в любое время
696399;Очная;;;;;28 000 р.;;14 сен, 14 сен, 23 ноя;5 дней, 40 ак. ч;5 будних дней подряд
606185/1;Дистанционная;-;;-;;;30 000 р.;-;5 лет;
602843/1;Заочная;-;;-;;;48 300 р.;-;5 лет;
602843/1;Дистанционная;-;;-;;;41 055 р.;-;5 лет;
606859/1;Дистанционная;-;;-;;;52 000 р.;-;54 месяца;
688755/1;Дистанционная;-;;-;;;32 000 р.;в любое время;5 лет;
549418/1;Очная;-;;-;;;120 000 р.;1 сен;4 года;
549418/1;Заочная;-;;-;;;50 000 р.;1 сен;4 года;
549418/1;Очно-заочная;-;;-;;;90 000 р.;1 сен;4 года;
59011/1;Очная;-;;20;;;198 000 р.;1 сен;4 года;
59011/1;Очно-заочная;167;;24;;;99 000 р.;1 сен;5 лет;
59011/1;Заочная;-;;-;;;80 300 р.;1 сен;6 лет;
177141/1;Очная;-;;-;;;164 000 р.;1 сен;4 года;
177141/1;Очно-заочная;-;;-;;;81 000 р.;1 сен;5 лет;
177141/1;Заочная;-;;-;;;63 000 р.;1 сен;5 лет;
177141/1;Группа выходного дня;-;;-;;;81 000 р.;1 сен;5 лет;
701668/3;Очная;-;;-;;;140 000 р.;1 сен;2 года;
701668/3;Заочная;-;;-;;;80 000 р.;1 сен;30 месяцев;
744680/3;Очная;-;;-;;;120 000 р.;1 сен;3 года;
687123/1;Очная;-;;-;;;90 000 р.;-;4 года, 8640 ак. ч;
687123/1;Очно-заочная;-;;-;;;84 000 р.;-;5 лет, 8640 ак. ч;
687123/1;Заочная;-;;-;;;72 000 р.;по мере набора;5 лет, 8640 ак. ч;
687123/1;Дистанционная;-;;-;;;48 000 р.;по мере набора;5 лет, 8640 ак. ч;
669931/1;Очная;-;;-;;;75 000 р.;1 сен;4 года;
669931/1;Заочная;-;;-;;;39 600 р.;30 ноя;57 месяцев;
669931/1;Дистанционная;-;;-;;;39 600 р.;1 дек;57 месяцев;
550629/1;Очная;-;;-;;;100 530 р.;-;4 года;
550629/1;Заочная;-;;-;;;32 550 р.;-;4 года;
550629/1;Дистанционная;-;;-;;;40 000 р.;-;5 лет;
746512;Очная;;;;;42 000 р.;;9 сен;3 дня;ср-пт с 09:00—18:00
744906/1;Очная;-;;5;;;119 600 р.;1 сен;5 лет;
690152;Очная;;;;;21 000 р.;;14 сен, 14 сен, 2 ноя, 8 фев 2021, 12 апр 2021, 14 июн 2021, 13 сен 2021, 8 ноя 2021;5 дней, 40 ак. ч;5 будних дней подряд
690152;Вебинар;;;;;18 900 р.;;по мере набора;5 дней, 40 ак. ч;-
606193/1;Заочная;-;;-;;;30 000 р.;-;5 лет;
538090/1;Очная;230;;17;;;187 000 р.;-;4 года;
688808;Очная;;;;;6 000 р.;;в любое время;1 день, 2 ак. ч;в любое удобное время с 9.00 до 18.00
688808;Дистанционная;;;;;6 000 р.;;в любое время;1 день, 2 ак. ч;В любое удобное время
687162/1;Дистанционная;-;;-;;;39 900 р.;по мере набора;4 года;
686394/1;Очная;-;;-;;;105 000 р.;-;4 года;
686394/1;Заочная;-;;-;;;54 000 р.;-;5 лет;
686394/1;Дистанционная;-;;-;;;41 000 р.;-;5 лет;
548597/3;Очная;-;;-;;;140 000 р.;1 сен;2 года;
548597/3;Заочная;-;;-;;;80 000 р.;1 сен;30 месяцев;
606849/1;Дистанционная;-;;-;;;52 000 р.;-;54 месяца;
513412/1;Очная;239;;24;;;175 450 р.;1 сен;5 лет;
602840/1;Заочная;-;;-;;;48 300 р.;-;5 лет;
679184/1;Дистанционная;-;;-;;;32 000 р.;в любое время;5 лет;
744673/3;Очная;-;;-;;;110 000 р.;1 сен;2 года;
744673/3;Заочная;-;;-;;;95 000 р.;1 сен;3 года;
446452/1;Очная;167;;21;;;206 920 р.;1 сен;4 года;
549403/1;Очная;-;;-;;;120 000 р.;1 сен;4 года;
549403/1;Заочная;-;;-;;;50 000 р.;1 сен;4 года;
549403/1;Очно-заочная;-;;-;;;90 000 р.;1 сен;4 года;
687122/1;Очная;-;;-;;;90 000 р.;-;4 года, 8640 ак. ч;
687122/1;Очно-заочная;-;;-;;;84 000 р.;-;5 лет, 8640 ак. ч;
687122/1;Заочная;-;;-;;;72 000 р.;по мере набора;5 лет, 8640 ак. ч;
687122/1;Дистанционная;-;;-;;;48 000 р.;по мере набора;5 лет, 8640 ак. ч;
669939/1;Очная;-;;-;;;75 000 р.;1 сен;4 года;
669939/1;Заочная;-;;-;;;39 600 р.;30 ноя;57 месяцев;
456767/1;Очная;-;;-;;;164 000 р.;1 сен;4 года;
456767/1;Очно-заочная;-;;-;;;81 000 р.;1 сен;5 лет;
456767/1;Заочная;-;;-;;;63 000 р.;1 сен;5 лет;
456767/1;Группа выходного дня;-;;-;;;81 000 р.;1 сен;5 лет;
667277/1;Очная;-;;-;;;113 570 р.;-;4 года;
667277/1;Заочная;-;;-;;;32 550 р.;-;5 лет;
728646;Очная;;;;;50 000 р.;;12 сен;1 месяц;суббота, 14:00—17:00
744905/1;Очная;-;;5;;;119 600 р.;1 сен;5 лет;
740160;Вечерняя;;;;;65 000 р.;;по мере набора;6 месяцев, 320 ак. ч;Расписание будет опубликовано позже
740160;Вебинар;;;;;65 000 р.;;по мере набора;6 месяцев, 320 ак. ч;Расписание будет опубликовано позже
548596/3;Очная;-;;-;;;160 000 р.;1 сен;2 года;
548596/3;Заочная;-;;-;;;80 000 р.;1 сен;30 месяцев;
725746/1;Очная;-;;-;;;187 000 р.;-;4 года;
683880;Очная;;;;;28 000 р.;;14 сен, 14 сен, 23 ноя, 12 апр 2021, 19 июл 2021, 6 сен 2021, 15 ноя 2021;5 дней, 40 ак. ч;5 будних дней подряд
606852/1;Дистанционная;-;;-;;;52 000 р.;-;54 месяца;
687120/3;Дистанционная;-;;-;;;43 500 р.;по мере набора;2 года;
191428/1;Очная;196;;20;;;180 400 р.;1 сен;4 года;
744683/3;Очная;-;;-;;;120 000 р.;1 сен;3 года;
675043/1;Заочная;-;;-;;;48 300 р.;-;5 лет;
675043/1;Дистанционная;-;;-;;;41 055 р.;-;5 лет;
550516/1;Очная;-;;-;;;105 000 р.;-;4 года;
550516/1;Заочная;-;;-;;;54 000 р.;-;4 года;
550516/1;Дистанционная;-;;-;;;41 000 р.;-;4 года;
725932/1;Очная;-;;-;;;120 000 р.;1 сен;4 года;
725932/1;Очно-заочная;-;;-;;;90 000 р.;1 сен;4 года;
725932/1;Заочная;-;;-;;;50 000 р.;1 сен;4 года;
679175/1;Дистанционная;-;;-;;;32 000 р.;в любое время;5 лет;
449879/1;Очная;233;;50;;;206 920 р.;1 сен;4 года;
550628/1;Очная;-;;-;;;100 530 р.;-;5 лет;
550628/1;Заочная;-;;-;;;40 950 р.;-;5 лет;
744804/1;Очная;-;;-;;;119 600 р.;1 сен;60 месяцев;
674241;Группа выходного дня;;;;;89 000 р.;;12 сен;3 месяца;суббота, 10:00—13:00
740538/1;Очная;-;;-;;;75 000 р.;1 сен;4 года;
740538/1;Заочная;-;;-;;;39 600 р.;30 ноя;57 месяцев;
740538/1;Дистанционная;-;;-;;;39 600 р.;30 ноя;57 месяцев;
50612/1;Очная;337;;120;;;291 408 р.;1 сен;5 лет;
740200;Вечерняя;;;;;18 000 р.;;по мере набора;1 месяц, 72 ак. ч;-
740200;Вебинар;;;;;16 000 р.;;по мере набора;1 месяц, 72 ак. ч;-
180531/1;Очная;267;179;40;150;;360 000 р.;-;4 года;
177137/1;Очная;-;;-;;;164 000 р.;1 сен;4 года;
177137/1;Очно-заочная;-;;-;;;81 000 р.;1 сен;5 лет;
177137/1;Заочная;-;;-;;;63 000 р.;1 сен;5 лет;
177137/1;Группа выходного дня;-;;-;;;81 000 р.;1 сен;5 лет;
177137/1;Дистанционная;-;;-;;;58 000 р.;1 сен;5 лет;
682068;Очная;;;;;25 000 р.;;14 сен, 14 сен, 2 ноя, 8 фев 2021, 12 апр 2021, 14 июн 2021, 13 сен 2021, 8 ноя 2021;5 дней, 40 ак. ч;5 будних дней подряд
682068;Вебинар;;;;;22 500 р.;;14 сен, 14 сен, 2 ноя, 8 фев 2021, 12 апр 2021, 14 июн 2021, 13 сен 2021, 8 ноя 2021;5 дней, 40 ак. ч;вебинар (онлайн-подключение к очной аудитории) или получение семинара в записи
744672/3;Очная;-;;-;;;110 000 р.;1 сен;2 года;
744672/3;Заочная;-;;-;;;95 000 р.;1 сен;3 года;
606844/1;Дистанционная;-;;-;;;52 000 р.;-;54 месяца;
725755/1;Очная;-;;-;;;195 000 р.;-;5 лет;
717051/3;Очная;-;;-;;;150 000 р.;1 сен;2 года;
717051/3;Заочная;-;;-;;;94 000 р.;1 сен;3 года;
473677/1;Очная;197;;10;;;168 300 р.;1 сен;4 года;
550518/1;Очная;-;;-;;;105 000 р.;-;4 года;
550518/1;Заочная;-;;-;;;54 000 р.;-;4 года;
550518/1;Дистанционная;-;;-;;;41 000 р.;-;4 года;
679186/1;Дистанционная;-;;-;;;32 000 р.;в любое время;5 лет;
446460/1;Очная;167;;60;;;206 920 р.;1 сен;4 года;
189728/1;Очная;271;;98;;;245 000 р.;1 сен;4 года;
699578/3;Очная;-;;15;;;-;-;2 года, 4320 ак. ч;
448537/1;Очная;266;174;59;200;;360 000 р.;-;4 года;
536508/1;Очная;-;;-;;;119 600 р.;1 сен;4 года;
738150;Дистанционная;;;;;6 500 р.;;в любое время;2 недели, 20 ак. ч;в любое время
669929/1;Очная;-;;-;;;75 000 р.;1 сен;4 года;
669929/1;Очно-заочная;-;;-;;;46 000 р.;5 окт;54 месяца;
669929/1;Дистанционная;-;;-;;;46 000 р.;5 окт;54 месяца;
50610/1;Очная;395;;6;;;291 408 р.;1 сен;5 лет;
744686/3;Очная;-;;-;;;120 000 р.;1 сен;3 года;
550630/1;Очная;-;;-;;;100 530 р.;-;4 года;
550630/1;Заочная;-;;-;;;32 550 р.;-;4 года;
550630/1;Дистанционная;-;;-;;;40 000 р.;-;5 лет;
549453/1;Очная;-;;-;;;90 000 р.;1 сен;3 года;
549453/1;Очно-заочная;-;;-;;;80 000 р.;1 сен;4 года;
718727;Очная;;;;;25 000 р.;;14 сен, 14 сен, 2 ноя, 8 фев 2021, 12 апр 2021, 14 июн 2021, 13 сен 2021, 8 ноя 2021;5 дней, 40 ак. ч;5 будних дней подряд
718727;Вебинар;;;;;21 600 р.;;8 фев 2021, 8 фев 2021, 12 апр 2021, 14 июн 2021, 13 сен 2021, 8 ноя 2021;5 дней, 40 ак. ч;онлайн-подключение к очной аудитории или получение семинара в записи
459508/1;Очная;233;;19;;;187 000 р.;-;4 года;
459508/1;Заочная;-;;-;;;65 000 р.;-;5 лет;
679214/3;Дистанционная;-;;-;;;36 000 р.;в любое время;30 месяцев;
447740/1;Очная;-;;12;;;168 300 р.;1 сен;4 года;
447740/1;Заочная;-;;-;;;71 500 р.;1 сен;5 лет;
550513/1;Очная;-;;-;;;105 000 р.;-;5 лет;
550513/1;Заочная;-;;-;;;54 000 р.;-;6 лет;
550513/1;Дистанционная;-;;-;;;41 000 р.;-;5 лет;
192212/1;Очная;-;;-;;;90 500 р.;1 сен;4 года;
448917/1;Очная;425;;12;;;481 000 р.;1 сен;4 года;
721575/3;Очная;-;;-;;;263 000 р.;1 сен;2 года;
556852/1;Очная;-;;12;;;164 000 р.;1 сен;5 лет;
556852/1;Очно-заочная;-;;-;;;81 000 р.;1 сен;6 лет;
